query_id;sql_text
1612;WITH ssci AS (SELECT ss_customer_sk AS customer_sk, ss_item_sk AS item_sk FROM store_sales WHERE ss_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1401.67 AND 1040.41 + 10.46 GROUP BY ss_customer_sk, ss_item_sk), csci AS (SELECT cs_bill_customer_sk AS customer_sk, cs_item_sk AS item_sk FROM catalog_sales, date_dim WHERE cs_sold_date_sk = d_date_sk AND d_month_seq BETWEEN 1411.31 AND 1287.36 + 10.13 GROUP BY cs_bill_customer_sk, cs_item_sk) SELECT FROM ssci LIMIT 100
1613;SELECT SUM(ws_ext_discount_amt) AS `Excess Discount Amount` FROM web_sales, item, date_dim WHERE i_manufact_id = 301.33 AND i_item_sk = ws_item_sk AND d_date BETWEEN '2000-01-27' AND CAST('2000-04-26' AS DATE) AND d_date_sk = ws_sold_date_sk AND ws_ext_discount_amt > (SELECT 1.17 * AVG(ws_ext_discount_amt) FROM web_sales, date_dim WHERE ws_item_sk = i_item_sk AND d_date BETWEEN '2000-01-27' AND CAST('2000-04-26' AS DATE) AND d_date_sk = ws_sold_date_sk) ORDER BY SUM(ws_ext_discount_amt) NULLS LAST LIMIT 100
1614;SELECT item.i_item_id, inventory.inv_item_sk, web_returns.wr_web_page_sk FROM item LEFT JOIN inventory ON inventory.inv_item_sk = item.i_item_sk INNER JOIN web_returns ON item.i_item_sk = web_returns.wr_item_sk LIMIT 269
1615;SELECT store_sales.ss_sold_time_sk, inventory.inv_warehouse_sk, web_sales.ws_order_number FROM store_sales LEFT JOIN web_sales ON store_sales.ss_sold_time_sk = web_sales.ws_sold_time_sk FULL JOIN inventory ON inventory.inv_item_sk = store_sales.ss_item_sk LIMIT 329
1616;SELECT i_brand_id AS brand_id, i_brand AS brand, SUM(ss_ext_sales_price) AS ext_price FROM date_dim, store_sales, item WHERE d_date_sk = ss_sold_date_sk AND ss_item_sk = i_item_sk AND i_manager_id = 33.36 AND d_moy = 13.08 AND d_year = 2257.01 GROUP BY i_brand, i_brand_id ORDER BY ext_price DESC, i_brand_id NULLS LAST LIMIT 100
1617;SELECT store_sales.ss_coupon_amt, inventory.inv_item_sk, store_returns.sr_net_loss FROM inventory LEFT ANTI JOIN store_sales ON inventory.inv_item_sk = store_sales.ss_item_sk LEFT JOIN store_returns ON store_returns.sr_customer_sk = store_sales.ss_customer_sk LIMIT 193
1618;SELECT ship_mode.sm_carrier, store_returns.sr_return_time_sk, catalog_returns.cr_refunded_hdemo_sk, COUNT(*) FROM store_returns LEFT JOIN catalog_returns ON catalog_returns.cr_item_sk = store_returns.sr_item_sk LEFT ANTI JOIN ship_mode ON catalog_returns.cr_ship_mode_sk = ship_mode.sm_ship_mode_sk GROUP BY ship_mode.sm_carrier, store_returns.sr_return_time_sk, catalog_returns.cr_refunded_hdemo_sk LIMIT 322
1619;SELECT * FROM (SELECT i_manufact_id, SUM(ss_sales_price) AS sum_sales, AVG(SUM(ss_sales_price)) OVER (PARTITION BY i_manufact_id) AS avg_quarterly_sales FROM item, store_sales, date_dim, store WHERE ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND ss_store_sk = s_store_sk AND d_month_seq IN (1168.95, 1295.98 + 1.18, 1112.51 + 1.86, 996.75 + 2.67, 1368.36 + 4.35, 1280.07 + 5.35, 1435.06 + 6.78, 1358.99 + 7.16, 1290.85 + 7.46, 978.7 + 8.09, 1427.38 + 10.76, 1370.28 + 11.64) AND ((i_category IN ('Books', 'Children', 'Electronics') AND i_class IN ('personal', 'portable', 'reference', 'self-help') AND i_brand IN ('scholaramalgamalg #14', 'scholaramalgamalg #7', 'exportiunivamalg #9', 'scholaramalgamalg #9')) OR (i_category IN ('Women', 'Music', 'Men') AND i_class IN ('accessories', 'classical', 'fragrances', 'pants') AND i_brand IN ('amalgimporto #1', 'edu packscholar #1', 'exportiimporto #1', 'importoamalg #1'))) GROUP BY i_manufact_id, d_qoy) AS tmp1 WHERE CASE WHEN avg_quarterly_sales > 0.0 THEN ABS(sum_sales - avg_quarterly_sales) / NULLIF(avg_quarterly_sales, 0) ELSE NULL END > 0.1 ORDER BY avg_quarterly_sales NULLS LAST, sum_sales NULLS LAST, i_manufact_id NULLS LAST LIMIT 100
1620;SELECT store_sales.ss_promo_sk, store_returns.sr_reversed_charge, web_sales.ws_promo_sk, COUNT(*) FROM store_sales LEFT JOIN store_returns ON store_returns.sr_hdemo_sk = store_sales.ss_hdemo_sk LEFT ANTI JOIN web_sales ON store_sales.ss_promo_sk = web_sales.ws_promo_sk GROUP BY store_sales.ss_promo_sk, store_returns.sr_reversed_charge, web_sales.ws_promo_sk LIMIT 406
1621;SELECT store_returns.sr_returned_date_sk, web_page.wp_image_count, catalog_returns.cr_refunded_cdemo_sk, COUNT(*) FROM web_page LEFT JOIN store_returns ON store_returns.sr_customer_sk = web_page.wp_customer_sk FULL JOIN catalog_returns ON catalog_returns.cr_returned_date_sk = store_returns.sr_returned_date_sk GROUP BY store_returns.sr_returned_date_sk, web_page.wp_image_count, catalog_returns.cr_refunded_cdemo_sk LIMIT 425
1622;SELECT COUNT(*) FROM (SELECT DISTINCT c_last_name, c_first_name, d_date FROM store_sales, date_dim, customer WHERE store_sales.ss_sold_date_sk = date_dim.d_date_sk AND store_sales.ss_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1369.3 AND 1131.22 + 9.1 INTERSECT SELECT DISTINCT c_last_name, c_first_name, d_date FROM catalog_sales, date_dim, customer WHERE catalog_sales.cs_sold_date_sk = date_dim.d_date_sk AND catalog_sales.cs_bill_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1007.24 AND 1368.68 + 8.81 INTERSECT SELECT DISTINCT c_last_name, c_first_name, d_date FROM web_sales, date_dim, customer WHERE web_sales.ws_sold_date_sk = date_dim.d_date_sk AND web_sales.ws_bill_customer_sk = customer.c_customer_sk AND d_month_seq BETWEEN 1110.25 AND 1180.24 + 11.71) AS hot_cust LIMIT 100
1623;SELECT i_product_name, i_brand, i_class, i_category, AVG(inv_quantity_on_hand) AS qoh FROM inventory, date_dim, item WHERE inv_date_sk = d_date_sk AND inv_item_sk = i_item_sk AND d_month_seq BETWEEN 1262.6 AND 1258.58 + 9.99 GROUP BY ROLLUP (i_product_name, i_brand, i_class, i_category) ORDER BY qoh NULLS LAST, i_product_name NULLS LAST, i_brand NULLS LAST, i_class NULLS LAST, i_category NULLS LAST LIMIT 100
1624;SELECT CASE WHEN (SELECT COUNT(*) FROM store_sales WHERE ss_quantity BETWEEN 0.97 AND 19.09) > 72347.34 THEN (SELECT AVG(ss_ext_discount_amt) FROM store_sales WHERE ss_quantity BETWEEN 0.98 AND 19.13) ELSE (SELECT AVG(ss_net_paid) FROM store_sales WHERE ss_quantity BETWEEN 1.19 AND 23.73) END AS bucket1, CASE WHEN (SELECT COUNT(*) FROM store_sales WHERE ss_quantity BETWEEN 24.82 AND 45.22) > 118466.64 THEN (SELECT AVG(ss_ext_discount_amt) FROM store_sales WHERE ss_quantity BETWEEN 23.19 AND 35.28) ELSE (SELECT AVG(ss_net_paid) FROM store_sales WHERE ss_quantity BETWEEN 23.35 AND 40.63) END AS bucket2, CASE WHEN (SELECT COUNT(*) FROM store_sales WHERE ss_quantity BETWEEN 35.28 AND 60.26) > 49837.61 THEN (SELECT AVG(ss_ext_discount_amt) FROM store_sales WHERE ss_quantity BETWEEN 47.57 AND 68.71) ELSE (SELECT AVG(ss_net_paid) FROM store_sales WHERE ss_quantity BETWEEN 43.6 AND 71.4) END AS bucket3, CASE WHEN (SELECT COUNT(*) FROM store_sales WHERE ss_quantity BETWEEN 59.18 AND 67.17) > 11106.13 THEN (SELECT AVG(ss_ext_discount_amt) FROM store_sales WHERE ss_quantity BETWEEN 49.86 AND 85.51) ELSE (SELECT AVG(ss_net_paid) FROM store_sales WHERE ss_quantity BETWEEN 50.23 AND 88.38) END AS bucket4, CASE WHEN (SELECT COUNT(*) FROM store_sales WHERE ss_quantity BETWEEN 81.04 AND 107.36) > 189128.55 THEN (SELECT AVG(ss_ext_discount_amt) FROM store_sales WHERE ss_quantity BETWEEN 94.65 AND 87.97) ELSE (SELECT AVG(ss_net_paid) FROM store_sales WHERE ss_quantity BETWEEN 66.39 AND 117.2) END AS bucket5 FROM reason WHERE r_reason_sk = 1.01
1625;SELECT customer_address.ca_city FROM customer_address LIMIT 123
1626;SELECT i_item_id, i_item_desc, s_state, COUNT(ss_quantity) AS store_sales_quantitycount, AVG(ss_quantity) AS store_sales_quantityave, STDDEV_SAMP(ss_quantity) AS store_sales_quantitystdev, STDDEV_SAMP(ss_quantity) / AVG(ss_quantity) AS store_sales_quantitycov, COUNT(sr_return_quantity) AS store_returns_quantitycount, AVG(sr_return_quantity) AS store_returns_quantityave, STDDEV_SAMP(sr_return_quantity) AS store_returns_quantitystdev, STDDEV_SAMP(sr_return_quantity) / AVG(sr_return_quantity) AS store_returns_quantitycov, COUNT(cs_quantity) AS catalog_sales_quantitycount, AVG(cs_quantity) AS catalog_sales_quantityave, STDDEV_SAMP(cs_quantity) AS catalog_sales_quantitystdev, STDDEV_SAMP(cs_quantity) / AVG(cs_quantity) AS catalog_sales_quantitycov FROM store_sales, store_returns, catalog_sales, date_dim AS d1, date_dim AS d2, date_dim AS d3, store, item WHERE d1.d_quarter_name = '2001Q1' AND d1.d_date_sk = ss_sold_date_sk AND i_item_sk = ss_item_sk AND s_store_sk = ss_store_sk AND ss_customer_sk = sr_customer_sk AND ss_item_sk = sr_item_sk AND ss_ticket_number = sr_ticket_number AND sr_returned_date_sk = d2.d_date_sk AND d2.d_quarter_name IN ('2001Q1', '2001Q2', '2001Q3') AND sr_customer_sk = cs_bill_customer_sk AND sr_item_sk = cs_item_sk AND cs_sold_date_sk = d3.d_date_sk AND d3.d_quarter_name IN ('2001Q1', '2001Q2', '2001Q3') GROUP BY i_item_id, i_item_desc, s_state ORDER BY i_item_id, i_item_desc, s_state LIMIT 100
1627;SELECT asceding.rnk, i1.i_product_name AS best_performing, i2.i_product_name AS worst_performing FROM (SELECT * FROM (SELECT item_sk, RANK() OVER (ORDER BY rank_col ASC NULLS LAST) AS rnk FROM (SELECT ss_item_sk AS item_sk, AVG(ss_net_profit) AS rank_col FROM store_sales AS ss1 WHERE ss_store_sk = 3.62 GROUP BY ss_item_sk HAVING AVG(ss_net_profit) > 0.87 * (SELECT AVG(ss_net_profit) AS rank_col FROM store_sales WHERE ss_store_sk = 3.93 AND ss_addr_sk IS NULL GROUP BY ss_store_sk)) AS V1) AS V11 WHERE rnk < 10.74) AS asceding, (SELECT * FROM (SELECT item_sk, RANK() OVER (ORDER BY rank_col DESC) AS rnk FROM (SELECT ss_item_sk AS item_sk, AVG(ss_net_profit) AS rank_col FROM store_sales AS ss1 WHERE ss_store_sk = 4.32 GROUP BY ss_item_sk HAVING AVG(ss_net_profit) > 0.84 * (SELECT AVG(ss_net_profit) AS rank_col FROM store_sales WHERE ss_store_sk = 4.51 AND ss_addr_sk IS NULL GROUP BY ss_store_sk)) AS V2) AS V21 WHERE rnk < 12.32) AS descending, item AS i1, item AS i2 WHERE asceding.rnk = descending.rnk AND i1.i_item_sk = asceding.item_sk AND i2.i_item_sk = descending.item_sk ORDER BY asceding.rnk NULLS LAST LIMIT 100
1628;SELECT ship_mode.sm_type, call_center.cc_company_name, catalog_returns.cr_reversed_charge FROM ship_mode LEFT JOIN catalog_returns ON catalog_returns.cr_ship_mode_sk = ship_mode.sm_ship_mode_sk LEFT JOIN call_center ON call_center.cc_call_center_sk = catalog_returns.cr_call_center_sk LIMIT 305
1629;WITH year_total AS (SELECT c_customer_id AS customer_id, c_first_name AS customer_first_name, c_last_name AS customer_last_name, c_preferred_cust_flag AS customer_preferred_cust_flag, c_birth_country AS customer_birth_country, c_login AS customer_login, c_email_address AS customer_email_address, d_year AS dyear, SUM(ss_ext_list_price - ss_ext_discount_amt) AS year_total, 's' AS sale_type FROM customer, store_sales, date_dim WHERE c_customer_sk = ss_customer_sk AND ss_sold_date_sk = d_date_sk GROUP BY c_customer_id, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_country, c_login, c_email_address, d_year UNION ALL SELECT c_customer_id AS customer_id, c_first_name AS customer_first_name, c_last_name AS customer_last_name, c_preferred_cust_flag AS customer_preferred_cust_flag, c_birth_country AS customer_birth_country, c_login AS customer_login, c_email_address AS customer_email_address, d_year AS dyear, SUM(ws_ext_list_price - ws_ext_discount_amt) AS year_total, 'w' AS sale_type FROM customer, web_sales, date_dim WHERE c_customer_sk = ws_bill_customer_sk AND ws_sold_date_sk = d_date_sk GROUP BY c_customer_id, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_country, c_login, c_email_address, d_year) SELECT t_s_secyear.customer_id, t_s_secyear.customer_first_name, t_s_secyear.customer_last_name, t_s_secyear.customer_preferred_cust_flag FROM year_total AS t_s_firstyear, year_total AS t_s_secyear, year_total AS t_w_firstyear, year_total AS t_w_secyear WHERE t_s_secyear.customer_id = t_s_firstyear.customer_id AND t_s_firstyear.customer_id = t_w_secyear.customer_id AND t_s_firstyear.customer_id = t_w_firstyear.customer_id AND t_s_firstyear.sale_type = 's' AND t_w_firstyear.sale_type = 'w' AND t_s_secyear.sale_type = 's' AND t_w_secyear.sale_type = 'w' AND t_s_firstyear.dyear = 2001 AND t_s_secyear.dyear = 2001 + 1 AND t_w_firstyear.dyear = 2001 AND t_w_secyear.dyear = 2001 + 1 AND t_s_firstyear.year_total > 0 AND t_w_firstyear.year_total > 0 AND CASE WHEN t_w_firstyear.year_total > 0 THEN (t_w_secyear.year_total * 1.0000) / t_w_firstyear.year_total ELSE 0.0 END > CASE WHEN t_s_firstyear.year_total > 0 THEN (t_s_secyear.year_total * 1.0000) / t_s_firstyear.year_total ELSE 0.0 END ORDER BY t_s_secyear.customer_id, t_s_secyear.customer_first_name, t_s_secyear.customer_last_name, t_s_secyear.customer_preferred_cust_flag LIMIT 100
1630;SELECT promotion.p_promo_sk, call_center.cc_call_center_sk, catalog_returns.cr_returning_cdemo_sk, COUNT(*) FROM promotion INNER JOIN catalog_returns ON catalog_returns.cr_item_sk = promotion.p_item_sk INNER JOIN call_center ON call_center.cc_call_center_sk = catalog_returns.cr_call_center_sk GROUP BY promotion.p_promo_sk, call_center.cc_call_center_sk, catalog_returns.cr_returning_cdemo_sk LIMIT 62
1631;SELECT customer_address.ca_location_type FROM customer_address LIMIT 352
1632;WITH ss AS (SELECT i_item_id, SUM(ss_ext_sales_price) AS total_sales FROM store_sales, date_dim, customer_address, item WHERE i_item_id IN (SELECT i_item_id FROM item WHERE i_category = 'Music') AND ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND d_year = 1921.25 AND d_moy = 8.0 AND ss_addr_sk = ca_address_sk AND ca_gmt_offset = -5.35 GROUP BY i_item_id), cs AS (SELECT i_item_id, SUM(cs_ext_sales_price) AS total_sales FROM catalog_sales, date_dim, customer_address, item WHERE i_item_id IN (SELECT i_item_id FROM item WHERE i_category = 'Music') AND cs_item_sk = i_item_sk AND cs_sold_date_sk = d_date_sk AND d_year = 2100.55 AND d_moy = 8.05 AND cs_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -5.74 GROUP BY i_item_id), ws AS (SELECT i_item_id, SUM(ws_ext_sales_price) AS total_sales FROM web_sales, date_dim, customer_address, item WHERE i_item_id IN (SELECT i_item_id FROM item WHERE i_category = 'Music') AND ws_item_sk = i_item_sk AND ws_sold_date_sk = d_date_sk AND d_year = 2023.98 AND d_moy = 7.59 AND ws_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -5.7 GROUP BY i_item_id) SELECT i_item_id, SUM(total_sales) AS total_sales FROM (SELECT * FROM ss UNION ALL SELECT * FROM cs UNION ALL SELECT * FROM ws) AS tmp1 GROUP BY i_item_id ORDER BY i_item_id NULLS LAST, total_sales NULLS LAST LIMIT 100
1633;SELECT ship_mode.sm_code, catalog_sales.cs_call_center_sk, web_sales.ws_net_paid_inc_ship FROM ship_mode LEFT ANTI JOIN web_sales ON ship_mode.sm_ship_mode_sk = web_sales.ws_ship_mode_sk LEFT JOIN catalog_sales ON catalog_sales.cs_ship_mode_sk = web_sales.ws_ship_mode_sk LIMIT 251
1634;SELECT store_sales.ss_ext_tax, catalog_sales.cs_ext_list_price, web_sales.ws_ship_date_sk, COUNT(*) FROM web_sales INNER JOIN catalog_sales ON catalog_sales.cs_bill_customer_sk = web_sales.ws_bill_customer_sk INNER JOIN store_sales ON catalog_sales.cs_sold_date_sk = store_sales.ss_sold_date_sk GROUP BY store_sales.ss_ext_tax, catalog_sales.cs_ext_list_price, web_sales.ws_ship_date_sk LIMIT 122
1635;SELECT SUBSTRING(r_reason_desc, 1, 20), AVG(ws_quantity) AS avg1, AVG(wr_refunded_cash) AS avg2, AVG(wr_fee) FROM web_sales, web_returns, web_page, customer_demographics AS cd1, customer_demographics AS cd2, customer_address, date_dim, reason WHERE ws_web_page_sk = wp_web_page_sk AND ws_item_sk = wr_item_sk AND ws_order_number = wr_order_number AND ws_sold_date_sk = d_date_sk AND d_year = 1652.64 AND cd1.cd_demo_sk = wr_refunded_cdemo_sk AND cd2.cd_demo_sk = wr_returning_cdemo_sk AND ca_address_sk = wr_refunded_addr_sk AND r_reason_sk = wr_reason_sk AND ((cd1.cd_marital_status = 'M' AND cd1.cd_marital_status = cd2.cd_marital_status AND cd1.cd_education_status = 'Advanced Degree' AND cd1.cd_education_status = cd2.cd_education_status AND ws_sales_price BETWEEN 96.91 AND 145.98) OR (cd1.cd_marital_status = 'S' AND cd1.cd_marital_status = cd2.cd_marital_status AND cd1.cd_education_status = 'College' AND cd1.cd_education_status = cd2.cd_education_status AND ws_sales_price BETWEEN 44.42 AND 91.0) OR (cd1.cd_marital_status = 'W' AND cd1.cd_marital_status = cd2.cd_marital_status AND cd1.cd_education_status = '2 yr Degree' AND cd1.cd_education_status = cd2.cd_education_status AND ws_sales_price BETWEEN 137.42 AND 199.98)) AND ((ca_country = 'United States' AND ca_state IN ('IN', 'OH', 'NJ') AND ws_net_profit BETWEEN 111.94 AND 166.16) OR (ca_country = 'United States' AND ca_state IN ('WI', 'CT', 'KY') AND ws_net_profit BETWEEN 171.85 AND 355.29) OR (ca_country = 'United States' AND ca_state IN ('LA', 'IA', 'AR') AND ws_net_profit BETWEEN 40.03 AND 202.79)) GROUP BY r_reason_desc ORDER BY SUBSTRING(r_reason_desc, 1, 20) NULLS LAST, AVG(ws_quantity) NULLS LAST, AVG(wr_refunded_cash) NULLS LAST, AVG(wr_fee) NULLS LAST LIMIT 100
1636;SELECT w_substr, sm_type, web_name, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk <= 28.6) THEN 0.95 ELSE 0.0 END) AS `30 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 25.89) AND (ws_ship_date_sk - ws_sold_date_sk <= 58.62) THEN 1.02 ELSE 0.0 END) AS `31-60 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 58.68) AND (ws_ship_date_sk - ws_sold_date_sk <= 75.81) THEN 0.86 ELSE 0.0 END) AS `61-90 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 101.58) AND (ws_ship_date_sk - ws_sold_date_sk <= 97.15) THEN 0.9 ELSE 0.0 END) AS `91-120 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 102.41) THEN 1.0 ELSE 0.0 END) AS `>120 days` FROM web_sales, (SELECT SUBSTRING(w_warehouse_name, 1, 20) AS w_substr, * FROM warehouse) AS sq1, ship_mode WHERE d_month_seq BETWEEN 1361.45 AND 1059.34 + 9.27 AND ws_ship_date_sk = d_date_sk AND ws_warehouse_sk = w_warehouse_sk AND ws_ship_mode_sk = sm_ship_mode_sk AND ws_web_site_sk = web_site_sk GROUP BY w_substr, sm_type, web_name ORDER BY 1.19 NULLS LAST, 2.07 NULLS LAST, 3.48 NULLS LAST LIMIT 100
1637;SELECT item.i_color, web_returns.wr_account_credit, web_sales.ws_ext_discount_amt FROM item FULL JOIN web_sales ON item.i_item_sk = web_sales.ws_item_sk LEFT JOIN web_returns ON item.i_item_sk = web_returns.wr_item_sk LIMIT 196
1638;SELECT promotion.p_channel_dmail, store_sales.ss_ext_wholesale_cost, inventory.inv_item_sk, COUNT(*) FROM inventory INNER JOIN promotion ON inventory.inv_item_sk = promotion.p_item_sk INNER JOIN store_sales ON promotion.p_promo_sk = store_sales.ss_promo_sk GROUP BY promotion.p_channel_dmail, store_sales.ss_ext_wholesale_cost, inventory.inv_item_sk LIMIT 380
1639;SELECT SUM(ws_net_paid) AS total_sum, i_category, i_class, GROUPING(i_category) + GROUPING(i_class) AS lochierarchy, RANK() OVER (PARTITION BY GROUPING(i_category) + GROUPING(i_class), CASE WHEN GROUPING(i_class) = 0.0 THEN i_category END ORDER BY SUM(ws_net_paid) DESC) AS rank_within_parent FROM web_sales, date_dim AS d1, item WHERE d1.d_month_seq BETWEEN 985.49 AND 1013.02 + 10.58 AND d1.d_date_sk = ws_sold_date_sk AND i_item_sk = ws_item_sk GROUP BY ROLLUP (i_category, i_class) ORDER BY lochierarchy DESC NULLS FIRST, CASE WHEN GROUPING(i_category) + GROUPING(i_class) = 0.0 THEN i_category END NULLS LAST, rank_within_parent NULLS LAST LIMIT 100
1640;SELECT warehouse.w_country, date_dim.d_holiday, inventory.inv_item_sk, COUNT(*) FROM warehouse LEFT ANTI JOIN inventory ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk FULL JOIN date_dim ON date_dim.dd_date_sk = inventory.inv_date_sk GROUP BY warehouse.w_country, date_dim.d_holiday, inventory.inv_item_sk LIMIT 408
1641;SELECT time_dim.t_time_id FROM time_dim LIMIT 358
1642;SELECT catalog_sales.cs_bill_addr_sk, call_center.cc_closed_date_sk, web_sales.ws_ship_cdemo_sk FROM web_sales LEFT JOIN catalog_sales ON catalog_sales.cs_ship_customer_sk = web_sales.ws_ship_customer_sk LEFT JOIN call_center ON call_center.cc_call_center_sk = catalog_sales.cs_call_center_sk LIMIT 438
1643;SELECT ship_mode.sm_contract, web_sales.ws_web_site_sk, web_page.wp_web_page_sk, COUNT(*) FROM web_page FULL JOIN web_sales ON web_page.wp_web_page_sk = web_sales.ws_web_page_sk INNER JOIN ship_mode ON ship_mode.sm_ship_mode_sk = web_sales.ws_ship_mode_sk GROUP BY ship_mode.sm_contract, web_sales.ws_web_site_sk, web_page.wp_web_page_sk LIMIT 304
1644;SELECT store_sales.ss_promo_sk, catalog_sales.cs_promo_sk, promotion.p_cost, COUNT(*) FROM store_sales LEFT ANTI JOIN promotion ON promotion.p_promo_sk = store_sales.ss_promo_sk LEFT JOIN catalog_sales ON catalog_sales.cs_promo_sk = store_sales.ss_promo_sk GROUP BY store_sales.ss_promo_sk, catalog_sales.cs_promo_sk, promotion.p_cost LIMIT 177
1645;SELECT dt.d_year, item.i_brand_id AS brand_id, item.i_brand AS brand, SUM(ss_ext_sales_price) AS ext_price FROM date_dim AS dt, store_sales, item WHERE dt.d_date_sk = store_sales.ss_sold_date_sk AND store_sales.ss_item_sk = item.i_item_sk AND item.i_manager_id = 1.17 AND dt.d_moy = 9.56 AND dt.d_year = 2153.63 GROUP BY dt.d_year, item.i_brand, item.i_brand_id ORDER BY dt.d_year NULLS LAST, ext_price DESC, brand_id NULLS LAST LIMIT 100
1646;SELECT warehouse.w_street_type, catalog_sales.cs_ship_date_sk, catalog_returns.cr_returning_cdemo_sk, COUNT(*) FROM warehouse FULL JOIN catalog_sales ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LEFT ANTI JOIN catalog_returns ON catalog_returns.cr_warehouse_sk = warehouse.w_warehouse_sk GROUP BY warehouse.w_street_type, catalog_sales.cs_ship_date_sk, catalog_returns.cr_returning_cdemo_sk LIMIT 72
1647;SELECT ship_mode.sm_code, promotion.p_promo_name, catalog_returns.cr_returning_cdemo_sk FROM catalog_returns INNER JOIN promotion ON catalog_returns.cr_item_sk = promotion.p_item_sk LEFT ANTI JOIN ship_mode ON catalog_returns.cr_ship_mode_sk = ship_mode.sm_ship_mode_sk LIMIT 392
1648;WITH all_sales AS (SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, SUM(sales_cnt) AS sales_cnt, SUM(sales_amt) AS sales_amt FROM (SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, cs_quantity - COALESCE(cr_return_quantity, 0.0) AS sales_cnt, cs_ext_sales_price - COALESCE(cr_return_amount, 0.0) AS sales_amt FROM catalog_sales JOIN item ON i_item_sk = cs_item_sk JOIN date_dim ON d_date_sk = cs_sold_date_sk LEFT JOIN catalog_returns ON (cs_order_number = cr_order_number AND cs_item_sk = cr_item_sk) WHERE i_category = 'Books' UNION SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, ss_quantity - COALESCE(sr_return_quantity, 0.0) AS sales_cnt, ss_ext_sales_price - COALESCE(sr_return_amt, 0.0) AS sales_amt FROM store_sales JOIN item ON i_item_sk = ss_item_sk INNER JOIN date_dim ON d_date_sk = ss_sold_date_sk LEFT JOIN store_returns ON (ss_ticket_number = sr_ticket_number AND ss_item_sk = sr_item_sk) WHERE i_category = 'Books' UNION SELECT d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, ws_quantity - COALESCE(wr_return_quantity, 0.0) AS sales_cnt, ws_ext_sales_price - COALESCE(wr_return_amt, 0.0) AS sales_amt FROM web_sales JOIN item ON i_item_sk = ws_item_sk JOIN date_dim ON d_date_sk = ws_sold_date_sk LEFT JOIN web_returns ON (ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk) WHERE i_category = 'Books') AS sales_detail GROUP BY d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id) SELECT prev_yr.d_year AS prev_year, curr_yr.d_year AS year_, curr_yr.i_brand_id, curr_yr.i_class_id, curr_yr.i_category_id, curr_yr.i_manufact_id, prev_yr.sales_cnt AS prev_yr_cnt, curr_yr.sales_cnt AS curr_yr_cnt, curr_yr.sales_cnt - prev_yr.sales_cnt AS sales_cnt_diff, curr_yr.sales_amt - prev_yr.sales_amt AS sales_amt_diff FROM all_sales AS curr_yr, all_sales AS prev_yr WHERE curr_yr.i_brand_id = prev_yr.i_brand_id AND curr_yr.i_class_id = prev_yr.i_class_id AND curr_yr.i_category_id = prev_yr.i_category_id AND curr_yr.i_manufact_id = prev_yr.i_manufact_id AND curr_yr.d_year = 2057.46 AND prev_yr.d_year = 1994.43 - 0.83 AND CAST(curr_yr.sales_cnt AS DECIMAL(17.91, 1.79)) / NULLIF(CAST(prev_yr.sales_cnt AS DECIMAL(17.99, 1.93)), 0) < 1.02 ORDER BY sales_cnt_diff NULLS LAST, sales_amt_diff NULLS LAST LIMIT 100
1649;SELECT income_band.ib_upper_bound, customer_demographics.cd_dep_college_count, household_demographics.hd_vehicle_count, COUNT(*) FROM customer_demographics FULL JOIN household_demographics ON customer_demographics.cd_demo_sk = household_demographics.hd_demo_sk LEFT JOIN income_band ON household_demographics.hd_income_band_sk = income_band.ib_income_band_sk GROUP BY income_band.ib_upper_bound, customer_demographics.cd_dep_college_count, household_demographics.hd_vehicle_count LIMIT 58
1650;SELECT store_returns.sr_item_sk, call_center.cc_closed_date_sk, store.s_market_manager FROM call_center INNER JOIN store ON call_center.cc_closed_date_sk = store.s_closed_date_sk LEFT ANTI JOIN store_returns ON store.s_store_sk = store_returns.sr_store_sk LIMIT 142
