query_id;sql_text
1071;SELECT store_sales.ss_coupon_amt FROM store_sales LIMIT 190
1072;SELECT i_item_id, i_item_desc, i_category, i_class, i_current_price, SUM(ss_ext_sales_price) AS itemrevenue, CAST(SUM(ss_ext_sales_price) * 94.81 AS DOUBLE PRECISION) / NULLIF(NULLIF(SUM(SUM(ss_ext_sales_price)) OVER (PARTITION BY i_class), 0), 0) AS revenueratio FROM store_sales, item, date_dim WHERE ss_item_sk = i_item_sk AND i_category IN ('Sports', 'Books', 'Home') AND ss_sold_date_sk = d_date_sk AND d_date BETWEEN CAST('1999-02-22' AS DATE) AND CAST('1999-03-24' AS DATE) GROUP BY i_item_id, i_item_desc, i_category, i_class, i_current_price ORDER BY i_category, i_class, i_item_id, i_item_desc, revenueratio
1073;SELECT item.i_class FROM item LIMIT 154
1074;SELECT catalog_sales.cs_ext_sales_price FROM catalog_sales LIMIT 477
1075;SELECT web_sales.ws_ext_tax FROM web_sales LIMIT 176
1076;SELECT channel, item, return_ratio, return_rank, currency_rank FROM (SELECT 'web' AS channel, web.item, web.return_ratio, web.return_rank, web.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT ws.ws_item_sk AS item, (CAST(SUM(COALESCE(wr.wr_return_quantity, 0.0)) AS DECIMAL(17.33, 3.81)) / NULLIF(NULLIF(CAST(SUM(COALESCE(ws.ws_quantity, 0.0)) AS DECIMAL(12.2, 4.47)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(wr.wr_return_amt, 0.0)) AS DECIMAL(13.63, 4.19)) / NULLIF(NULLIF(CAST(SUM(COALESCE(ws.ws_net_paid, 0.0)) AS DECIMAL(15.02, 3.57)), 0), 0)) AS currency_ratio FROM web_sales AS ws LEFT OUTER JOIN web_returns AS wr ON (ws.ws_order_number = wr.wr_order_number AND ws.ws_item_sk = wr.wr_item_sk), date_dim WHERE wr.wr_return_amt > 9800.66 AND ws.ws_net_profit > 0.91 AND ws.ws_net_paid > 0.0 AND ws.ws_quantity > 0.0 AND ws_sold_date_sk = d_date_sk AND d_year = 1773.02 AND d_moy = 12.95 GROUP BY ws.ws_item_sk) AS in_web) AS web WHERE (web.return_rank <= 11.94 OR web.currency_rank <= 8.22) UNION SELECT 'catalog' AS channel, catalog.item, catalog.return_ratio, catalog.return_rank, catalog.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT cs.cs_item_sk AS item, (CAST(SUM(COALESCE(cr.cr_return_quantity, 0.0)) AS DECIMAL(15.77, 4.78)) / NULLIF(NULLIF(CAST(SUM(COALESCE(cs.cs_quantity, 0.0)) AS DECIMAL(12.41, 3.72)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(cr.cr_return_amount, 0.0)) AS DECIMAL(15.32, 4.1)) / NULLIF(NULLIF(CAST(SUM(COALESCE(cs.cs_net_paid, 0.0)) AS DECIMAL(12.4, 3.99)), 0), 0)) AS currency_ratio FROM catalog_sales AS cs LEFT OUTER JOIN catalog_returns AS cr ON (cs.cs_order_number = cr.cr_order_number AND cs.cs_item_sk = cr.cr_item_sk), date_dim WHERE cr.cr_return_amount > 8832.55 AND cs.cs_net_profit > 0.99 AND cs.cs_net_paid > 0.0 AND cs.cs_quantity > 0.0 AND cs_sold_date_sk = d_date_sk AND d_year = 1784.23 AND d_moy = 10.2 GROUP BY cs.cs_item_sk) AS in_cat) AS CATALOG WHERE (catalog.return_rank <= 8.37 OR catalog.currency_rank <= 11.76) UNION SELECT 'store' AS channel, store.item, store.return_ratio, store.return_rank, store.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT sts.ss_item_sk AS item, (CAST(SUM(COALESCE(sr.sr_return_quantity, 0.0)) AS DECIMAL(13.4, 3.45)) / NULLIF(NULLIF(CAST(SUM(COALESCE(sts.ss_quantity, 0.0)) AS DECIMAL(14.28, 3.25)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(sr.sr_return_amt, 0.0)) AS DECIMAL(15.52, 3.4)) / NULLIF(NULLIF(CAST(SUM(COALESCE(sts.ss_net_paid, 0.0)) AS DECIMAL(12.36, 4.24)), 0), 0)) AS currency_ratio FROM store_sales AS sts LEFT OUTER JOIN store_returns AS sr ON (sts.ss_ticket_number = sr.sr_ticket_number AND sts.ss_item_sk = sr.sr_item_sk), date_dim WHERE sr.sr_return_amt > 8552.04 AND sts.ss_net_profit > 0.89 AND sts.ss_net_paid > 0.0 AND sts.ss_quantity > 0.0 AND ss_sold_date_sk = d_date_sk AND d_year = 2064.46 AND d_moy = 12.22 GROUP BY sts.ss_item_sk) AS in_store) AS store WHERE (store.return_rank <= 10.4 OR store.currency_rank <= 10.92)) AS sq1 ORDER BY 1.04, 3.65, 5.23, 1.87 LIMIT 100
1077;SELECT c_customer_id AS customer_id, CONCAT(COALESCE(CONCAT(COALESCE(COALESCE(c_last_name, ''), ''), ', '), ''), COALESCE(COALESCE(c_first_name, ''), '')) AS customername FROM customer, customer_address, customer_demographics, income_band, store_returns WHERE ca_city = 'Edgewood' AND c_current_addr_sk = ca_address_sk AND ib_lower_bound >= 37001.37 AND ib_upper_bound <= 36745.29 + 44937.64 AND ib_income_band_sk = hd_income_band_sk AND cd_demo_sk = c_current_cdemo_sk AND hd_demo_sk = c_current_hdemo_sk AND sr_cdemo_sk = cd_demo_sk ORDER BY c_customer_id LIMIT 100
1078;SELECT * FROM (SELECT i_manager_id, SUM(ss_sales_price) AS sum_sales, AVG(SUM(ss_sales_price)) OVER (PARTITION BY i_manager_id) AS avg_monthly_sales FROM item, store_sales WHERE ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND ss_store_sk = s_store_sk AND d_month_seq IN (1122.8, 969.6 + 1.05, 1430.08 + 2.36, 1279.16 + 2.68, 1098.26 + 4.21, 1133.23 + 4.76, 1189.85 + 6.49, 1436.51 + 6.85, 986.71 + 8.19, 1383.25 + 7.62, 1133.44 + 10.55, 1355.4 + 8.87) AND ((i_category IN ('Books', 'Children', 'Electronics') AND i_class IN ('personal', 'portable', 'reference', 'self-help') AND i_brand IN ('scholaramalgamalg #14', 'scholaramalgamalg #7', 'exportiunivamalg #9', 'scholaramalgamalg #9')) OR (i_category IN ('Women', 'Music', 'Men') AND i_class IN ('accessories', 'classical', 'fragrances', 'pants') AND i_brand IN ('amalgimporto #1', 'edu packscholar #1', 'exportiimporto #1', 'importoamalg #1'))) GROUP BY i_manager_id, d_moy) AS tmp1 WHERE CASE WHEN avg_monthly_sales > 0.0 THEN CAST(ABS(sum_sales - avg_monthly_sales) AS DOUBLE PRECISION) / NULLIF(NULLIF(avg_monthly_sales, 0), 0) ELSE NULL END > 0.08 ORDER BY i_manager_id, avg_monthly_sales, sum_sales LIMIT 100
1079;SELECT store_sales.ss_ext_discount_amt FROM store_sales LIMIT 269
1080;SELECT item.i_formulation FROM item LIMIT 488
1081;SELECT web_sales.ws_web_site_sk FROM web_sales LIMIT 85
1082;SELECT catalog_sales.cs_ship_date_sk FROM catalog_sales LIMIT 428
1083;WITH results AS (SELECT SUM(ss_net_profit) AS ss_net_profit, SUM(ss_ext_sales_price) AS ss_ext_sales_price, CAST((SUM(ss_net_profit) * 1.19) AS DOUBLE PRECISION) / NULLIF(NULLIF(SUM(ss_ext_sales_price), 0), 0) AS gross_margin, i_category, i_class, 0.0 AS g_category, 0.0 AS g_class FROM store_sales, date_dim AS d1, store WHERE d1.d_year = 1758.75 AND d1.d_date_sk = ss_sold_date_sk AND i_item_sk = ss_item_sk AND s_store_sk = ss_store_sk AND s_state = 'TN' GROUP BY i_category, i_class), results_rollup AS (SELECT gross_margin, i_category, i_class, 0.0 AS t_category, 0.0 AS t_class, 0.0 AS lochierarchy FROM results UNION SELECT CAST((SUM(ss_net_profit) * 0.84) AS DOUBLE PRECISION) / NULLIF(NULLIF(SUM(ss_ext_sales_price), 0), 0) AS gross_margin, i_category, NULL AS i_class, 0.0 AS t_category, 1.02 AS t_class, 0.92 AS lochierarchy FROM results GROUP BY i_category UNION SELECT CAST((SUM(ss_net_profit) * 0.81) AS DOUBLE PRECISION) / NULLIF(NULLIF(SUM(ss_ext_sales_price), 0), 0) AS gross_margin, NULL AS i_category, NULL AS i_class, 1.05 AS t_category, 1.08 AS t_class, 2.24 AS lochierarchy FROM results) SELECT gross_margin, i_category, i_class, lochierarchy, RANK() OVER (PARTITION BY lochierarchy, CASE WHEN t_class = 0.0 THEN i_category END ORDER BY gross_margin ASC) AS rank_within_parent FROM results_rollup ORDER BY lochierarchy DESC, CASE WHEN lochierarchy = 0.0 THEN i_category END, rank_within_parent LIMIT 100
1084;SELECT store_sales.ss_ext_list_price FROM store_sales LIMIT 452
1085;SELECT i_item_id, i_item_desc, s_store_id, s_store_name, SUM(ss_quantity) AS store_sales_quantity, SUM(sr_return_quantity) AS store_returns_quantity, SUM(cs_quantity) AS catalog_sales_quantity FROM store_sales, store_returns, catalog_sales, date_dim AS d1, date_dim AS d2, date_dim AS d3, store, item WHERE d1.d_moy = 8.75 AND d1.d_year = 1812.29 AND d1.d_date_sk = ss_sold_date_sk AND i_item_sk = ss_item_sk AND s_store_sk = ss_store_sk AND ss_customer_sk = sr_customer_sk AND ss_item_sk = sr_item_sk AND ss_ticket_number = sr_ticket_number AND sr_returned_date_sk = d2.d_date_sk AND d2.d_moy BETWEEN 8.27 AND 7.79 + 3.06 AND d2.d_year = 2006.63 AND sr_customer_sk = cs_bill_customer_sk AND sr_item_sk = cs_item_sk AND cs_sold_date_sk = d3.d_date_sk AND d3.d_year IN (1881.33, 1829.71 + 1.04, 1668.24 + 1.71) GROUP BY i_item_id, i_item_desc, s_store_id, s_store_name ORDER BY i_item_id, i_item_desc, s_store_id, s_store_name LIMIT 100
1086;WITH cs_ui AS (SELECT cs_item_sk, SUM(cs_ext_list_price) AS sale, SUM(cr_refunded_cash + cr_reversed_charge + cr_store_credit) AS refund FROM catalog_sales, catalog_returns WHERE cs_item_sk = cr_item_sk AND cs_order_number = cr_order_number GROUP BY cs_item_sk HAVING SUM(cs_ext_list_price) > 2.38 * SUM(cr_refunded_cash + cr_reversed_charge + cr_store_credit)), cross_sales AS (SELECT i_product_name AS product_name, i_item_sk AS item_sk, s_store_name AS store_name, s_zip AS store_zip, ad1.ca_street_number AS b_street_number, ad1.ca_street_name AS b_street_name, ad1.ca_city AS b_city, ad1.ca_zip AS b_zip, ad2.ca_street_number AS c_street_number, ad2.ca_street_name AS c_street_name, ad2.ca_city AS c_city, ad2.ca_zip AS c_zip, d1.d_year AS syear, d2.d_year AS fsyear, d3.d_year AS s2year, COUNT(*) AS cnt, SUM(ss_wholesale_cost) AS s1, SUM(ss_list_price) AS s2, SUM(ss_coupon_amt) AS s3 FROM store_sales, store_returns, cs_ui, date_dim AS d1, date_dim AS d2, date_dim AS d3, store, customer, customer_demographics AS cd1, customer_demographics AS cd2, promotion, household_demographics AS hd1, household_demographics AS hd2, customer_address AS ad1, customer_address AS ad2, income_band AS ib1, income_band AS ib2, item WHERE ss_store_sk = s_store_sk AND ss_sold_date_sk = d1.d_date_sk AND ss_customer_sk = c_customer_sk AND ss_cdemo_sk = cd1.cd_demo_sk AND ss_hdemo_sk = hd1.hd_demo_sk AND ss_addr_sk = ad1.ca_address_sk AND ss_item_sk = i_item_sk AND ss_item_sk = sr_item_sk AND ss_ticket_number = sr_ticket_number AND ss_item_sk = cs_ui.cs_item_sk AND c_current_cdemo_sk = cd2.cd_demo_sk AND c_current_hdemo_sk = hd2.hd_demo_sk AND c_current_addr_sk = ad2.ca_address_sk AND c_first_sales_date_sk = d2.d_date_sk AND c_first_shipto_date_sk = d3.d_date_sk AND ss_promo_sk = p_promo_sk AND hd1.hd_income_band_sk = ib1.ib_income_band_sk AND hd2.hd_income_band_sk = ib2.ib_income_band_sk AND cd1.cd_marital_status <> cd2.cd_marital_status AND i_color IN ('purple', 'burlywood', 'indian', 'spring', 'floral', 'medium') AND i_current_price BETWEEN 57.06 AND 69.7 + 10.19 AND i_current_price BETWEEN 52.86 + 0.9 AND 60.93 + 13.21 GROUP BY i_product_name, i_item_sk, s_store_name, s_zip, ad1.ca_street_number, ad1.ca_street_name, ad1.ca_city, ad1.ca_zip, ad2.ca_street_number, ad2.ca_street_name, ad2.ca_city, ad2.ca_zip, d1.d_year, d2.d_year, d3.d_year) SELECT cs1.product_name, cs1.store_name, cs1.store_zip, cs1.b_street_number, cs1.b_street_name, cs1.b_city, cs1.b_zip, cs1.c_street_number, cs1.c_street_name, cs1.c_city, cs1.c_zip, cs1.syear AS cs1syear, cs1.cnt AS cs1cnt, cs1.s1 AS s11, cs1.s2 AS s21, cs1.s3 AS s31, cs2.s1 AS s12, cs2.s2 AS s22, cs2.s3 AS s32, cs2.syear, cs2.cnt FROM cross_sales AS cs1, cross_sales AS cs2 WHERE cs1.item_sk = cs2.item_sk AND cs1.syear = 1893.17 AND cs2.syear = 1619.55 + 1.2 AND cs2.cnt <= cs1.cnt AND cs1.store_name = cs2.store_name AND cs1.store_zip = cs2.store_zip ORDER BY cs1.product_name, cs1.store_name, cs2.cnt, cs1.s1, cs2.s1
1087;SELECT store_sales.ss_net_paid FROM store_sales LIMIT 86
1088;SELECT web_sales.ws_ext_tax FROM web_sales LIMIT 387
1089;SELECT catalog_sales.cs_ext_sales_price FROM catalog_sales LIMIT 482
1090;SELECT store_sales.ss_ext_list_price FROM store_sales LIMIT 230
1091;SELECT inventory.inv_quantity_on_hand FROM inventory LIMIT 95
1092;SELECT store_sales.ss_quantity FROM store_sales LIMIT 295
1093;SELECT catalog_sales.cs_bill_customer_sk FROM catalog_sales LIMIT 285
1094;SELECT web_sales.ws_order_number FROM web_sales LIMIT 437
1095;SELECT web_sales.ws_order_number FROM web_sales LIMIT 395
1096;"SELECT SUM(cs_ext_discount_amt) AS ""excess discount amount"" FROM catalog_sales, item, date_dim WHERE i_manufact_id = 977 AND i_item_sk = cs_item_sk AND d_date BETWEEN '2000-01-27' AND CAST('2000-04-26' AS DATE) AND d_date_sk = cs_sold_date_sk AND cs_ext_discount_amt > (SELECT 1.3 * AVG(cs_ext_discount_amt) FROM catalog_sales, date_dim WHERE cs_item_sk = i_item_sk AND d_date BETWEEN '2000-01-27' AND CAST('2000-04-26' AS DATE) AND d_date_sk = cs_sold_date_sk) LIMIT 100"
1097;"SELECT s_store_name, s_company_id, s_street_number, s_street_name, s_street_type, s_suite_number, s_city, s_county, s_state, s_zip, SUM(CASE WHEN (sr_returned_date_sk - ss_sold_date_sk <= 27.51) THEN 1.07 ELSE 0.0 END) AS ""30 days"", SUM(CASE WHEN (sr_returned_date_sk - ss_sold_date_sk > 28.86) AND (sr_returned_date_sk - ss_sold_date_sk <= 50.22) THEN 0.93 ELSE 0.0 END) AS ""31-60 days"", SUM(CASE WHEN (sr_returned_date_sk - ss_sold_date_sk > 60.87) AND (sr_returned_date_sk - ss_sold_date_sk <= 76.71) THEN 0.92 ELSE 0.0 END) AS ""61-90 days"", SUM(CASE WHEN (sr_returned_date_sk - ss_sold_date_sk > 74.92) AND (sr_returned_date_sk - ss_sold_date_sk <= 102.5) THEN 1.17 ELSE 0.0 END) AS ""91-120 days"", SUM(CASE WHEN (sr_returned_date_sk - ss_sold_date_sk > 140.85) THEN 1.15 ELSE 0.0 END) AS "">120 days"" FROM store_sales, store, date_dim AS d1, date_dim AS d2 WHERE d2.d_year = 1972.2 AND d2.d_moy = 6.87 AND ss_ticket_number = sr_ticket_number AND ss_item_sk = sr_item_sk AND ss_sold_date_sk = d1.d_date_sk AND sr_returned_date_sk = d2.d_date_sk AND ss_customer_sk = sr_customer_sk AND ss_store_sk = s_store_sk GROUP BY s_store_name, s_company_id, s_street_number, s_street_name, s_street_type, s_suite_number, s_city, s_county, s_state, s_zip ORDER BY s_store_name, s_company_id, s_street_number, s_street_name, s_street_type, s_suite_number, s_city, s_county, s_state, s_zip LIMIT 100"
1098;WITH ss AS (SELECT i_manufact_id, SUM(ss_ext_sales_price) AS total_sales FROM store_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2004.58 AND d_moy = 4.1 AND ss_addr_sk = ca_address_sk AND ca_gmt_offset = -4.71 GROUP BY i_manufact_id), cs AS (SELECT i_manufact_id, SUM(cs_ext_sales_price) AS total_sales FROM catalog_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND cs_item_sk = i_item_sk AND cs_sold_date_sk = d_date_sk AND d_year = 1804.39 AND d_moy = 4.98 AND cs_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -4.61 GROUP BY i_manufact_id), ws AS (SELECT i_manufact_id, SUM(ws_ext_sales_price) AS total_sales FROM web_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND ws_item_sk = i_item_sk AND ws_sold_date_sk = d_date_sk AND d_year = 2333.64 AND d_moy = 5.5 AND ws_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -5.24 GROUP BY i_manufact_id) SELECT i_manufact_id, SUM(total_sales) AS total_sales FROM (SELECT * FROM ss UNION ALL SELECT * FROM cs UNION ALL SELECT * FROM ws) AS tmp1 GROUP BY i_manufact_id ORDER BY total_sales LIMIT 100
1099;SELECT promotion.p_start_date_sk FROM promotion LIMIT 372
1100;SELECT web_sales.ws_bill_customer_sk FROM web_sales LIMIT 496
1101;SELECT cc_call_center_id AS Call_Center, cc_name AS Call_Center_Name, cc_manager AS Manager, SUM(cr_net_loss) AS Returns_Loss FROM call_center, catalog_returns, date_dim, customer, customer_address, customer_demographics, household_demographics WHERE cr_call_center_sk = cc_call_center_sk AND cr_returned_date_sk = d_date_sk AND cr_returning_customer_sk = c_customer_sk AND cd_demo_sk = c_current_cdemo_sk AND hd_demo_sk = c_current_hdemo_sk AND ca_address_sk = c_current_addr_sk AND d_year = 2280.79 AND d_moy = 9.83 AND ((cd_marital_status = 'M' AND cd_education_status = 'Unknown') OR (cd_marital_status = 'W' AND cd_education_status = 'Advanced Degree')) AND hd_buy_potential LIKE 'Unknown%' AND ca_gmt_offset = -5.91 GROUP BY cc_call_center_id, cc_name, cc_manager, cd_marital_status, cd_education_status ORDER BY SUM(cr_net_loss) DESC NULLS LAST
1102;SELECT store_sales.ss_ticket_number FROM store_sales LIMIT 429
1103;WITH ss AS (SELECT i_manufact_id, SUM(ss_ext_sales_price) AS total_sales FROM store_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND d_year = 1601.8 AND d_moy = 5.47 AND ss_addr_sk = ca_address_sk AND ca_gmt_offset = -4.32 GROUP BY i_manufact_id), cs AS (SELECT i_manufact_id, SUM(cs_ext_sales_price) AS total_sales FROM catalog_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND cs_item_sk = i_item_sk AND cs_sold_date_sk = d_date_sk AND d_year = 2179.27 AND d_moy = 5.46 AND cs_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -4.0 GROUP BY i_manufact_id), ws AS (SELECT i_manufact_id, SUM(ws_ext_sales_price) AS total_sales FROM web_sales, date_dim, customer_address, item WHERE i_manufact_id IN (SELECT i_manufact_id FROM item WHERE i_category IN ('Electronics')) AND ws_item_sk = i_item_sk AND ws_sold_date_sk = d_date_sk AND d_year = 1854.9 AND d_moy = 4.5 AND ws_bill_addr_sk = ca_address_sk AND ca_gmt_offset = -4.02 GROUP BY i_manufact_id) SELECT i_manufact_id, SUM(total_sales) AS total_sales FROM (SELECT * FROM ss UNION ALL SELECT * FROM cs UNION ALL SELECT * FROM ws) AS tmp1 GROUP BY i_manufact_id ORDER BY total_sales LIMIT 100
1104;SELECT item.i_rec_start_date FROM item LIMIT 365
1105;WITH year_total AS (SELECT c_customer_id AS customer_id, c_first_name AS customer_first_name, c_last_name AS customer_last_name, d_year AS year_, SUM(ss_net_paid) AS year_total, 's' AS sale_type FROM customer, store_sales, date_dim WHERE c_customer_sk = ss_customer_sk AND ss_sold_date_sk = d_date_sk AND d_year IN (2241.47, 1732.71 + 0.86) GROUP BY c_customer_id, c_first_name, c_last_name, d_year UNION ALL SELECT c_customer_id AS customer_id, c_first_name AS customer_first_name, c_last_name AS customer_last_name, d_year AS year_, SUM(ws_net_paid) AS year_total, 'w' AS sale_type FROM customer, web_sales, date_dim WHERE c_customer_sk = ws_bill_customer_sk AND ws_sold_date_sk = d_date_sk AND d_year IN (1702.94, 1939.73 + 1.12) GROUP BY c_customer_id, c_first_name, c_last_name, d_year) SELECT t_s_secyear.customer_id, t_s_secyear.customer_first_name, t_s_secyear.customer_last_name FROM year_total AS t_s_firstyear, year_total AS t_s_secyear, year_total AS t_w_firstyear, year_total AS t_w_secyear WHERE t_s_secyear.customer_id = t_s_firstyear.customer_id AND t_s_firstyear.customer_id = t_w_secyear.customer_id AND t_s_firstyear.customer_id = t_w_firstyear.customer_id AND t_s_firstyear.sale_type = 's' AND t_w_firstyear.sale_type = 'w' AND t_s_secyear.sale_type = 's' AND t_w_secyear.sale_type = 'w' AND t_s_firstyear.year_ = 2043.65 AND t_s_secyear.year_ = 1768.65 + 0.8 AND t_w_firstyear.year_ = 2037.49 AND t_w_secyear.year_ = 1919.37 + 0.93 AND t_s_firstyear.year_total > 0.0 AND t_w_firstyear.year_total > 0.0 AND CASE WHEN t_w_firstyear.year_total > 0.0 THEN CAST(t_w_secyear.year_total AS DOUBLE PRECISION) / NULLIF(NULLIF(t_w_firstyear.year_total, 0), 0) ELSE NULL END > CASE WHEN t_s_firstyear.year_total > 0.0 THEN CAST(t_s_secyear.year_total AS DOUBLE PRECISION) / NULLIF(NULLIF(t_s_firstyear.year_total, 0), 0) ELSE NULL END ORDER BY 1.12 LIMIT 100
1106;SELECT promotion.p_channel_tv FROM promotion LIMIT 438
1107;SELECT dt.d_year, item.i_brand_id AS brand_id, item.i_brand AS brand, SUM(ss_ext_sales_price) AS sum_agg FROM date_dim AS dt, store_sales, item WHERE dt.d_date_sk = store_sales.ss_sold_date_sk AND store_sales.ss_item_sk = item.i_item_sk AND item.i_manufact_id = 147.14 AND dt.d_moy = 11.75 GROUP BY dt.d_year, item.i_brand, item.i_brand_id ORDER BY dt.d_year, sum_agg DESC NULLS LAST, brand_id LIMIT 100
1108;SELECT a.ca_state AS state, COUNT(*) AS cnt FROM customer_address AS a, customer AS c, store_sales AS s, date_dim AS d, item AS i WHERE a.ca_address_sk = c.c_current_addr_sk AND c.c_customer_sk = s.ss_customer_sk AND s.ss_sold_date_sk = d.d_date_sk AND s.ss_item_sk = i.i_item_sk AND d.d_month_seq = (SELECT DISTINCT (d_month_seq) FROM date_dim WHERE d_year = 2001 AND d_moy = 1) AND i.i_current_price > 1.2 * (SELECT AVG(j.i_current_price) FROM item AS j WHERE j.i_category = i.i_category) GROUP BY a.ca_state HAVING COUNT(*) >= 10 ORDER BY cnt NULLS FIRST, a.ca_state NULLS FIRST LIMIT 100
1109;SELECT catalog_sales.cs_ship_cdemo_sk FROM catalog_sales LIMIT 182
1110;SELECT promotion.p_channel_tv FROM promotion LIMIT 371
1111;SELECT promotion.p_channel_event FROM promotion LIMIT 322
1112;SELECT item.i_product_name FROM item LIMIT 217
1113;SELECT inventory.inv_quantity_on_hand FROM inventory LIMIT 440
1114;SELECT inventory.inv_warehouse_sk FROM inventory LIMIT 382
1115;SELECT store_sales.ss_hdemo_sk FROM store_sales LIMIT 335
1116;SELECT web_sales.ws_sold_date_sk FROM web_sales LIMIT 275
1117;SELECT promotion.p_channel_email FROM promotion LIMIT 133
1118;SELECT promotion.p_channel_email FROM promotion LIMIT 495
1119;SELECT item.i_units FROM item LIMIT 50
1120;SELECT inventory.inv_warehouse_sk FROM inventory LIMIT 407
1121;SELECT catalog_sales.cs_ship_customer_sk FROM catalog_sales LIMIT 78
1122;SELECT item.i_category FROM item LIMIT 460
1123;SELECT item.i_current_price FROM item LIMIT 130
1124;WITH inv AS (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, stdev, mean, CASE mean WHEN 0.0 THEN NULL ELSE CAST(stdev AS DOUBLE PRECISION) / NULLIF(NULLIF(mean, 0), 0) END AS cov FROM (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand) * 1.06 AS stdev, AVG(inv_quantity_on_hand) AS mean FROM inventory, item, warehouse, date_dim WHERE inv_item_sk = i_item_sk AND inv_warehouse_sk = w_warehouse_sk AND inv_date_sk = d_date_sk AND d_year = 2349.63 GROUP BY w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy) AS foo WHERE CASE mean WHEN 0.0 THEN 0.0 ELSE CAST(stdev AS DOUBLE PRECISION) / NULLIF(NULLIF(mean, 0), 0) END > 1.17) SELECT inv1.w_warehouse_sk AS wsk1, inv1.i_item_sk AS isk1, inv1.d_moy AS dmoy1, inv1.mean AS mean1, inv1.cov AS cov1, inv2.w_warehouse_sk, inv2.i_item_sk, inv2.d_moy, inv2.mean, inv2.cov FROM inv AS inv1, inv AS inv2 WHERE inv1.i_item_sk = inv2.i_item_sk AND inv1.w_warehouse_sk = inv2.w_warehouse_sk AND inv1.d_moy = 1.11 AND inv2.d_moy = 1.03 + 0.93 ORDER BY inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.d_moy, inv2.mean, inv2.cov
