;query_id;query_hash;sf;sql_text;target_work_mem_mb;target_max_parallel_workers_per_gather;target_jit;target_enable_hashjoin;target_enable_indexscan;target_enable_nestloop;feature_total_cost;feature_plan_rows;feature_plan_width;feature_num_joins;feature_num_scans;feature_num_aggs;feature_num_sorts;feature_num_filters;feature_num_index_scans;feature_num_mem_nodes;feature_total_scan_size_bytes;feature_max_node_cost;metric_duration_ms;metric_actual_rows;metric_temp_written_blocks;metric_shared_hit_blocks;metric_shared_read_blocks;metric_peak_memory_mb;metric_max_log_planner_error;strat_label
8011;2732;eeb2683d0839c0de95fe93e555128021;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 316;64;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;39329792;2983471.78;43.147;500001;0;53654;28266;0.0;4.9;J0_I1_H1_D2
8012;12998;a7d7d0163f402d751d02564e35f7e826;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 464;512;0;off;on;on;off;9198152.61;7197029;242;2;3;0;0;0;1;0;16384;9198152.61;12.88;73049;0;10018;124;3888.0;4.2;J0_I1_H1_D0
8013;10040;7c1ca51d22d10635b16aa67d463a5fad;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 434;4;0;off;off;on;on;1685776.72;28801880;155;1;2;0;0;0;0;0;57344;1685776.72;0.299;459;0;276;0;4.0;4.8;J0_I1_H0_D0
8014;4965;250bf75c3dacd490cc6234677a529263;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 150;512;0;off;on;on;off;805130.13;7198229;242;2;3;0;0;0;0;0;57344;805130.13;0.822;150;0;32;600;10.0;4.7;J0_I1_H1_D0
8015;9306;dbe3adabcc10464429862d3100a49f39;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 499;128;4;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;38002688;97223.39;35.048;500000;0;38019;22646;0.0;3.1;J1_I1_H1_D4
8016;12952;76b2470ac79bafd95d11b9586faf9dac;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 174;64;2;off;on;on;on;12134145.42;14331215;242;2;3;0;0;0;1;0;237568;12134145.42;0.25;175;0;252;0;2.0;4.9;J0_I1_H1_D2
8017;6984;2a5e2bea1033b5ff044ce55d3c6ad021;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 414;128;4;on;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;35004416;138927.42;32.378;500000;0;51216;25292;46.0;3.2;J1_I1_H1_D4
8018;3821;934a934800103e7a062e11811c8a6b58;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 114;64;0;off;on;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;0;11775255.38;0.129;114;0;90;0;0.0;5.1;J0_I1_H1_D0
8019;7276;0804878cda5716c13d5a608a2a72bc39;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 156;253;0;off;on;on;on;607513.0;2779125;142;1;2;0;0;0;1;0;999424;607513.0;0.226;156;0;639;0;0.0;4.2;J0_I1_H1_D0
8020;5764;6b639964a69a0b804f67ec2b34824160;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 261;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;13.729;73049;0;10026;0;3887.0;5.7;J0_I1_H1_D0
8021;11822;a1875ea575fdef5954d09971e9e3f9e7;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 317;64;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.415;317;0;2552;0;35.0;5.6;J0_I1_H1_D0
8022;9800;1a55c19f11b0ee2c567b1ac296f56841;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 200;64;0;off;on;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;40960;14944978.44;1.736;200;0;1788;20;22.0;4.9;J0_I1_H1_D0
8023;12871;8faff097d68877b5f90d7b59be5c3167;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 259;4;0;off;off;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;57344;11775255.38;0.206;261;0;201;0;0.0;4.7;J0_I1_H0_D0
8024;6444;633bc365c85d1389b662bf916b4fb8b7;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 212;64;0;off;on;on;on;3883798.56;28801880;155;1;2;0;0;0;0;0;57344;3883798.56;2.089;212;0;1700;21;24.0;5.1;J0_I1_H1_D0
8025;805;3489d9940e3e8e80ee9764d8e9352773;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 143;512;0;off;on;on;off;19305974.75;14320654;242;2;3;0;0;0;1;0;0;19305974.75;12.458;73049;0;8612;0;3878.0;5.0;J0_I1_H1_D0
8026;6781;79f4c0a5b4447716c6dc6ef3a7eb54dd;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 225;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;31154176;108309.92;43.065;500001;0;642;71403;0.0;3.5;J0_I1_H1_D2
8027;404;a6b2d426c49f1ddf0d1c2b0ee480e174;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 206;64;0;off;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;122880;853049.04;0.194;208;0;4;45;9.0;4.8;J0_I1_H1_D0
8028;1056;6fa127ca30a1ddf65860c30138ecc478;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 59;4;0;off;off;on;on;508993.78;7198229;242;1;2;0;0;0;0;0;24576;508993.78;0.102;59;0;236;0;4.0;5.1;J0_I1_H0_D0
8029;13696;db1209c4003a5a70a5a5e3cc62d5832e;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 252;64;2;off;on;on;on;1352745.63;28801880;155;1;2;0;0;0;0;2;57344;1352745.63;9.586;73050;0;10626;40;0.0;5.0;J0_I1_H1_D2
8030;1836;f568d4b1a57259e9281aa6be12cd68a4;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 92;512;0;off;on;on;off;625194.76;7198229;242;1;2;0;0;0;0;0;630784;625194.76;0.478;92;0;18;276;0.0;4.9;J0_I1_H1_D0
8031;11517;631e8ea4acfd5bb3c42bdbfdff80d663;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 260;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;95436800;311618.75;48.697;500001;0;14075;57960;0.0;4.0;J0_I1_H1_D2
8032;1055;05900b6456c392850f9be527dc01f6a4;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 480;64;0;off;on;on;on;1352745.63;28801880;155;1;2;0;0;0;0;2;57344;1352745.63;12.788;73049;0;8029;21;3878.0;4.8;J0_I1_H1_D0
8033;10971;bba366b13f44a58371eb71c7b40df630;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 489;64;0;off;on;on;on;3201170.57;2776151;142;2;3;0;0;0;1;0;4931584;3201170.57;25.214;35812;0;437084;2408;54.0;3.8;J0_I1_H1_D0
8034;13614;2aa06a73f8ef146c53414505708a2197;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 468;138;0;off;on;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;548864;11775255.38;0.296;468;0;342;0;0.0;4.5;J0_I1_H1_D0
8035;11576;c51efd32c8cc7147f3f3477f685066e4;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 357;4;0;off;off;on;on;2609107.0;7197269;242;1;2;0;0;0;1;0;376832;2609107.0;0.234;363;0;435;0;0.0;4.3;J0_I1_H0_D0
8036;14331;a881a39d31c860899a639ae39caef488;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 114;64;0;off;on;on;on;4478891.12;28801880;155;2;3;0;0;0;0;0;73728;4478891.12;1.802;116;0;993;39;15.0;5.4;J0_I1_H1_D0
8037;8636;4cf3cbe6688ab4ff336bae6c3ec12e51;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 421;64;2;off;on;on;on;5535661.75;28801880;155;2;3;0;0;0;0;2;93470720;5535661.75;40.995;500001;0;7654;68004;47.0;4.8;J0_I1_H1_D2
8038;2937;c634e9e2b062128d038249f65eb93a66;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 416;8;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;57344;4136258.76;0.121;416;0;19;0;9.0;5.5;J0_I1_H1_D0
8039;14730;829417abe8f1c21a2a73ae5ac0046f23;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 470;512;0;off;on;on;off;772449.99;685299;174;1;2;0;0;0;1;0;1490944;772449.99;12.741;73049;0;8041;9;3878.0;3.2;J0_I1_H1_D0
8040;11477;71144a669b1b5eabc88266a185589a07;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 65;64;2;off;on;on;on;1390233290.81;27541318;155;2;4;0;0;0;1;0;0;1390233290.81;9.987;73050;0;10638;20;0.0;5.6;J0_I1_H1_D2
8041;13020;0d88e0041483526fec2b03b9b0083d9d;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 298;512;0;off;on;on;off;18064766.69;14320654;242;1;2;0;0;0;1;0;114688;18064766.69;12.442;73049;0;8011;45;3878.0;4.7;J0_I1_H1_D0
8042;1824;498ff538bb417cfc4da2681611163623;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 284;128;4;on;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;91734016;2983471.78;36.098;500000;0;15668;66860;0.0;5.0;J1_I1_H1_D4
8043;8073;b79b496af8b4965681d8208d706ef1d1;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 216;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;12.633;73049;0;8025;0;3887.0;5.8;J0_I1_H1_D0
8044;11107;2a343bfa08185b486cf1113d2ceac7e2;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 178;64;0;off;on;on;on;18422932.72;14320654;242;2;3;0;0;0;1;0;0;18422932.72;20.901;35794;0;433512;0;2.0;4.9;J0_I1_H1_D0
8045;12019;465eadd0718a25715943037c85b0824f;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 336;128;4;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;88973312;97223.39;28.784;500000;0;6554;54091;0.0;3.3;J1_I1_H1_D4
8046;1058;4fad043fc6296b82e6d67bb4aaa108e1;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 102;64;0;off;on;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;114688;14944978.44;1.606;104;0;868;56;12.0;5.1;J0_I1_H1_D0
8047;5142;3a00292b1d6788308028ad912c86752c;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 101;64;0;off;on;on;on;3201170.57;2776151;142;2;3;0;0;0;1;0;0;3201170.57;22.448;35805;0;434752;0;12.0;4.4;J0_I1_H1_D0
8048;8125;f1781d01e845c09934583a8976d089b1;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 386;64;2;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;2375680;702031.86;3.057;414;0;5092;0;42.0;3.9;J0_I1_H1_D2
8049;10846;ab4f370109a685c3a523ef9362962fe0;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 58;512;0;off;on;on;off;625194.76;7198229;242;1;2;0;0;0;0;0;0;625194.76;0.185;58;0;192;0;0.0;5.1;J0_I1_H1_D0
8050;7173;dc5bc1ef0d761640a7a1ca915a72241c;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 395;64;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;86491136;2030855.24;55.519;500001;0;19685;52440;0.0;4.6;J0_I1_H1_D2
8051;12819;eb6c3748c7f095da636bc28037c747b2;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 73;4;0;off;off;on;on;2905234.31;7197269;242;2;3;0;0;0;1;0;81920;2905234.31;1.366;75;0;684;0;8.0;5.0;J0_I1_H0_D0
8052;7612;8a078dc9a269dd1901993488ec96b3dd;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 275;64;2;off;on;on;on;2609107.0;7197269;242;1;2;0;0;0;1;0;180224;2609107.0;0.164;275;0;264;0;0.0;4.4;J0_I1_H1_D2
8053;10097;e834f6fd5ea2a5bb944367df7b71c7af;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 414;128;4;on;on;on;on;2669807.82;28801880;155;1;2;0;0;0;0;2;84770816;2669807.82;29.476;500000;0;9248;51409;0.0;4.8;J1_I1_H1_D4
8054;10565;2f29277ed98e7ed7109c359e8c782af5;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 258;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;81960960;108309.92;48.926;500001;0;22285;49760;0.0;3.4;J0_I1_H1_D2
8055;8715;4870c08ae812ee4cf2d587b6c64a9e07;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 395;64;0;off;on;on;on;4478891.12;28801880;155;2;3;0;0;0;0;0;57344;4478891.12;2.369;416;0;3448;28;47.0;4.8;J0_I1_H1_D0
8056;9287;9288c1f0c301fe9bc15649631b4a4bd5;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 259;64;0;off;on;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;0;17209656.51;1.543;259;0;2093;0;38.0;5.7;J0_I1_H1_D0
8057;11771;83b3b9d94095d2448b262ccad7c7cae5;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 362;78;0;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;2236416;702031.86;2.883;362;0;4804;0;40.0;3.9;J0_I1_H1_D0
8058;1205;f4010c662e98108eb6a6541086abb15d;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 310;64;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;79257600;2030855.24;44.892;500001;0;24360;47710;0.0;4.7;J0_I1_H1_D2
8059;1411;57fa35feacd7acff2aa4b3bc59840378;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 196;64;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.078;196;0;13;0;9.0;5.8;J0_I1_H1_D0
8060;4590;d8f5a573fcdd034b3a7fca79611a0a85;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 72;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;77291520;311618.75;43.039;500001;0;25145;46875;0.0;4.6;J0_I1_H1_D2
8061;12598;d99ea47fae764a0cb39b15bd287d0314;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 175;64;2;off;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;76054528;138927.42;39.388;500001;0;18057;55513;20.0;3.6;J0_I1_H1_D2
8062;13229;c8da16458949c78e4fe8c65669a6e88c;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 116;512;0;off;on;on;off;9198152.61;7197029;242;2;3;0;0;0;1;0;131072;9198152.61;14.629;73049;0;10026;12;3888.0;4.8;J0_I1_H1_D0
8063;1068;6a3027a55c8cee4a166f3801441e0620;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 414;512;0;off;on;on;off;3106726.06;2776151;142;1;2;0;0;0;1;0;0;3106726.06;14.141;73049;0;8017;21;3878.0;3.8;J0_I1_H1_D0
8064;8279;d6f53e7a23d6890939ce5a82b4173bd5;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 382;4;0;off;off;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;475136;14944978.44;2.225;382;0;3468;0;42.0;4.6;J0_I1_H0_D0
8065;10261;58e262f014a143943750565fd67c8a2d;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 202;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;73949184;108309.92;44.939;500001;0;27085;44950;0.0;3.5;J0_I1_H1_D2
8066;4559;28142a4e1ddda6e06ed74af10d1dd38e;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 106;512;0;off;on;on;off;805130.13;7198229;242;2;3;0;0;0;0;0;0;805130.13;0.337;106;0;400;56;10.0;4.8;J0_I1_H1_D0
8067;2643;8ef93a86a70cb192b08f48c489d10de8;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 420;64;2;off;on;on;on;12134145.42;14331215;242;2;3;0;0;0;1;0;540672;12134145.42;0.436;422;0;532;0;2.0;4.5;J0_I1_H1_D2
8068;4266;3059e1a9c225b79556e99c1fc469e504;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 240;107;0;off;on;on;on;2609107.0;7197269;242;1;2;0;0;0;1;0;245760;2609107.0;0.251;240;0;222;0;0.0;4.5;J0_I1_H1_D0
8069;896;626546a0a89a584e7eb828af96fbda80;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 157;64;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.083;157;0;13;0;9.0;5.9;J0_I1_H1_D0
8070;2304;7e66e57015a80c1578658d8c5d9cfe27;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 209;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;70844416;108309.92;54.095;500001;0;29005;43035;0.0;3.5;J0_I1_H1_D2
8071;12031;8654a454adf2b931f31ba2c4cc67028e;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 413;4;0;off;off;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;0;17209656.51;1.564;413;0;4163;0;47.0;5.5;J0_I1_H0_D0
8072;7561;369507b47c4ebc0099816402b95b795e;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 174;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;69287936;311618.75;44.96;500001;0;29935;42100;0.0;4.2;J0_I1_H1_D2
8073;7252;1fa237b0661d0d409681cd3739627158;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 58;64;0;off;on;on;on;19305974.75;14320654;242;2;3;0;0;0;1;0;0;19305974.75;23.199;35794;0;433884;0;7.0;5.4;J0_I1_H1_D0
8074;10712;71570c6de5b2e10ff225869cd95b1233;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 493;4;0;off;off;on;on;2789045.49;7197269;242;2;3;0;0;0;1;0;491520;2789045.49;0.458;493;0;852;0;5.0;4.3;J0_I1_H0_D0
8075;4900;d4ee1e47b16124ea85c8f398886b78ec;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 301;64;0;off;on;on;on;18422932.72;14320654;242;2;3;0;0;0;1;0;0;18422932.72;22.454;35794;0;433528;0;2.0;4.7;J0_I1_H1_D0
8076;11546;e87257d738f1fabe9b85fb99800e3c58;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 110;512;0;off;on;on;off;625194.76;7198229;242;1;2;0;0;0;0;0;24576;625194.76;0.278;110;0;336;12;0.0;4.8;J0_I1_H1_D0
8077;13781;5550eebdc10c0315f5dea4130a009410;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 441;122;0;off;on;on;on;188282.46;2877735;142;1;2;0;0;0;0;0;24576;188282.46;2.216;441;0;3565;0;49.0;3.8;J0_I1_H1_D0
8078;4067;174d4311652474ee124748ddd874c6de;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 107;64;0;off;on;on;on;772449.99;685299;174;1;2;0;0;0;1;0;0;772449.99;21.316;35840;0;325788;0;0.0;3.8;J0_I1_H1_D0
8079;8243;2a893d02bc559d10771d87303b51346e;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 70;64;2;off;on;on;on;607513.0;2779125;142;1;2;0;0;0;1;0;458752;607513.0;0.162;72;0;339;0;0.0;4.6;J0_I1_H1_D2
8080;9071;72e49a6ab7ecb36099d26a50d127371c;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 434;64;2;off;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;68059136;97223.39;38.585;500001;0;19580;40469;0.0;3.2;J0_I1_H1_D2
8081;6898;65275ae41a94be7cf6ad1ad5019e4b58;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 201;64;0;off;on;on;on;4147737.43;28801880;155;2;3;0;0;0;0;2;24576;4147737.43;13.578;73049;0;11634;12;3900.0;5.1;J0_I1_H1_D0
8082;4605;7344c130753eb56085bd2182ca524bb3;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 61;64;2;off;on;on;on;2978654.7;28801880;155;2;3;0;0;0;0;4;65216512;2978654.7;38.16;500001;0;20853;39175;0.0;5.6;J0_I1_H1_D2
